==== RUN-LEVEL RESULTS ====
Run,BestFitness,TimeSec,Feasible?,Violations,BestUnfitness
1,17691.0,3.88753,True,0,N/A
2,19815.0,3.69212,False,1,N/A
3,18750.0,4.09043,True,0,N/A
4,22965.0,4.23685,True,0,N/A
5,17046.0,3.79513,True,0,N/A
6,20631.0,3.78685,True,0,N/A
7,21792.0,3.84582,False,1,N/A
8,19047.0,3.74395,True,0,N/A
9,20616.0,3.75365,True,0,N/A
10,26460.0,4.04010,False,1,N/A
11,15576.0,4.04191,True,0,N/A
12,17427.0,3.74479,True,0,N/A
13,19698.0,3.88620,True,0,N/A
14,18291.0,9.40038,True,0,N/A
15,21231.0,3.76669,False,1,N/A
16,24180.0,3.67134,False,1,N/A
17,23526.0,3.75407,False,1,N/A
18,18261.0,3.69077,True,0,N/A
19,20181.0,3.78704,True,0,N/A
20,18612.0,3.64198,False,1,N/A
21,17430.0,3.67512,True,0,N/A
22,21408.0,3.68023,False,1,N/A
23,27648.0,3.69275,False,1,N/A
24,19182.0,3.65084,True,0,N/A
25,27042.0,3.63432,False,2,N/A
26,18909.0,3.65766,True,0,N/A
27,22674.0,3.65139,False,1,N/A
28,22239.0,3.75427,True,0,N/A
29,19512.0,3.74519,True,0,N/A
30,16695.0,3.69947,True,0,N/A

==== SUMMARY METRICS ====
BestFitness,15576.0000
WorstFitness,27648.0000
MeanFitness,20484.5000
StDevFitness,3008.2824
MedianFitness,19756.5000

Feasibility,63.3%
AverageViolations,0.4

MinTimeSec,3.6343
MaxTimeSec,9.4004
MeanTimeSec,3.9700
StDevTimeSec,1.0187
MedianTimeSec,3.7494

==== HYPERPARAMETERS ====
PopSize,250
CrossoverRate,0.8
MutationRate,0.0045
MaxGenerations,1000
PenaltyFactor,4800.0
TournamentK,5
RandomSeed,
