==== RUN-LEVEL RESULTS ====
Run,BestFitness,TimeSec,Feasible?,Violations,BestUnfitness
1,1292822.0,25.16091,False,237,N/A
2,1089744.0,24.93110,False,200,N/A
3,1245066.0,25.76079,False,230,N/A
4,1184002.0,25.01917,False,220,N/A
5,1242814.0,24.62606,False,231,N/A
6,1125682.0,24.86500,False,207,N/A
7,1293540.0,25.30063,False,240,N/A
8,962968.0,25.28271,False,176,N/A
9,1272898.0,25.13408,False,236,N/A
10,1209704.0,25.08879,False,226,N/A
11,1268862.0,25.09799,False,235,N/A
12,1147076.0,24.89055,False,211,N/A
13,1143802.0,25.72570,False,212,N/A
14,1305150.0,26.72451,False,241,N/A
15,1105820.0,27.79942,False,204,N/A
16,1266884.0,28.10494,False,236,N/A
17,1204942.0,26.15072,False,223,N/A
18,1163782.0,25.65181,False,213,N/A
19,1207702.0,24.84713,False,226,N/A
20,1159502.0,24.81840,False,214,N/A
21,1228666.0,24.88082,False,227,N/A
22,1010698.0,24.82274,False,189,N/A
23,1156342.0,24.92351,False,217,N/A
24,1338000.0,25.15629,False,244,N/A
25,1311448.0,25.36788,False,244,N/A
26,1304324.0,25.11086,False,240,N/A
27,1150702.0,24.67841,False,209,N/A
28,1066142.0,24.71262,False,199,N/A
29,1140594.0,24.84234,False,210,N/A
30,1128100.0,24.91316,False,209,N/A

==== SUMMARY METRICS (ALL RUNS) ====
FeasibleRuns,0/30 (0.0%)
MinFitness,962968.0000
MaxFitness,1338000.0000
MeanFitness,1190925.9333
StDevFitness,90624.1507
MedianFitness,1194472.0000
AvgViolations,220.2

MinTimeSec,24.6261
MaxTimeSec,28.1049
MeanTimeSec,25.3463
StDevTimeSec,0.8289
MedianTimeSec,25.0934

==== SUMMARY METRICS (FEASIBLE-ONLY) ====
FeasibleSolutionsFound,0

==== HYPERPARAMETERS ====
PopSize,250
CrossoverRate,0.8
MutationRate,0.0045
MaxGenerations,1000
PenaltyFactor,4800.0
TournamentK,5
RandomSeed,
