==== RUN-LEVEL RESULTS ====
Run,BestFitness,TimeSec,Feasible?,Violations
1,22185.0,1.95637,True,0
2,16146.0,1.96532,True,0
3,20085.0,1.95291,True,0
4,24042.0,1.88921,True,0
5,25863.0,2.05894,False,1
6,25563.0,1.86672,False,1
7,16929.0,2.04739,True,0
8,19746.0,2.06806,True,0
9,27372.0,1.90611,False,1
10,29097.0,2.08498,False,1
11,24369.0,1.86755,False,2
12,16515.0,2.01367,True,0
13,28137.0,1.87841,True,0
14,27693.0,1.92980,False,1
15,18138.0,1.99948,True,0
16,17853.0,1.93130,True,0
17,23454.0,1.87389,False,1
18,26049.0,2.12922,False,1
19,21492.0,1.84252,True,0
20,20220.0,1.89011,False,1
21,16032.0,1.86570,True,0
22,20103.0,1.85962,False,1
23,20118.0,1.85290,False,1
24,26892.0,1.86301,False,1
25,20244.0,1.89568,False,1
26,17718.0,1.84358,True,0
27,18990.0,1.83864,True,0
28,22638.0,1.83654,True,0
29,19827.0,1.84111,True,0
30,22779.0,1.88390,False,1

==== SUMMARY METRICS (ALL RUNS) ====
FeasibleRuns,16/30 (53.3%)
MinFitness,16032.0000
MaxFitness,29097.0000
MeanFitness,21876.3000
StDevFitness,3838.5883
MedianFitness,20868.0000
AvgViolations,0.5

MinTimeSec,1.8365
MaxTimeSec,2.1292
MeanTimeSec,1.9244
StDevTimeSec,0.0831
MedianTimeSec,1.8897

==== SUMMARY METRICS (FEASIBLE-ONLY) ====
FeasibleCount,16
MinFitnessFeasible,16032.0000
MaxFitnessFeasible,28137.0000
MeanFitnessFeasible,19779.5625
StDevFitnessFeasible,3185.0327
MedianFitnessFeasible,19368.0000

MinTimeSecFeasible,1.8365
MaxTimeSecFeasible,2.0681
MeanTimeSecFeasible,1.9231
StDevTimeSecFeasible,0.0770
MedianTimeSecFeasible,1.9103

==== HYPERPARAMETERS ====
PopSize,250
CrossoverRate,0.8
MutationRate,0.003
MaxGenerations,500
PenaltyFactor,4800.0
TournamentK,4
RandomSeed,
