==== RUN-LEVEL RESULTS ====
Run,BestFitness,TimeSec,Feasible?,Violations
1,15963.0,1.93183,True,0
2,25326.0,2.15459,True,0
3,24936.0,1.91304,False,1
4,17058.0,1.93327,True,0
5,23283.0,1.98005,False,1
6,20379.0,1.92329,True,0
7,18549.0,1.93499,True,0
8,15744.0,1.95206,True,0
9,21969.0,1.92042,False,1
10,17775.0,1.92725,False,1
11,22041.0,1.88941,True,0
12,22542.0,1.93227,False,1
13,19110.0,1.92327,True,0
14,21093.0,1.94845,True,0
15,17409.0,1.89194,True,0
16,17244.0,1.90094,True,0
17,17838.0,1.90775,True,0
18,21576.0,1.92205,True,0
19,24573.0,1.98309,False,1
20,18513.0,1.87658,True,0
21,26181.0,1.89008,False,1
22,17478.0,1.89420,True,0
23,20640.0,1.89977,False,1
24,13209.0,1.91411,True,0
25,18039.0,1.89865,True,0
26,13563.0,1.87893,True,0
27,25632.0,1.90187,False,1
28,25431.0,1.90554,False,1
29,21708.0,1.93014,True,0
30,29067.0,1.90809,False,1

==== SUMMARY METRICS (ALL RUNS) ====
FeasibleRuns,19/30 (63.3%)
MinFitness,13209.0000
MaxFitness,29067.0000
MeanFitness,20462.3000
StDevFitness,3877.9728
MedianFitness,20509.5000
AvgViolations,0.4

MinTimeSec,1.8766
MaxTimeSec,2.1546
MeanTimeSec,1.9256
StDevTimeSec,0.0495
MedianTimeSec,1.9173

==== SUMMARY METRICS (FEASIBLE-ONLY) ====
FeasibleCount,19
MinFitnessFeasible,13209.0000
MaxFitnessFeasible,25326.0000
MeanFitnessFeasible,18517.8947
StDevFitnessFeasible,2924.0550
MedianFitnessFeasible,18039.0000

MinTimeSecFeasible,1.8766
MaxTimeSecFeasible,2.1546
MeanTimeSecFeasible,1.9267
StDevTimeSecFeasible,0.0579
MedianTimeSecFeasible,1.9220

==== HYPERPARAMETERS ====
PopSize,250
CrossoverRate,0.8
MutationRate,0.003
MaxGenerations,500
PenaltyFactor,4800.0
TournamentK,4
RandomSeed,
