==== RUN-LEVEL RESULTS ====
Run,BestFitness,TimeSec,Feasible?,Violations
1,315366.0,18.34158,False,3
2,413904.0,18.02483,False,4
3,313082.0,18.48806,False,3
4,17920.0,18.11773,True,0
5,216832.0,17.99956,False,2
6,718484.0,18.04480,False,7
7,511468.0,17.93392,False,5
8,619650.0,18.14347,False,6
9,314162.0,18.00159,False,3
10,416190.0,17.83901,False,4
11,314656.0,17.99571,False,3
12,220282.0,17.99012,False,2
13,213656.0,18.06656,False,2
14,115624.0,17.77124,False,1
15,514012.0,18.16025,False,5
16,415878.0,17.52869,False,4
17,612836.0,17.61924,False,6
18,113140.0,17.48962,False,1
19,418604.0,17.82348,False,4
20,516628.0,17.42071,False,5
21,219316.0,17.98385,False,2
22,312858.0,17.54822,False,3
23,17510.0,17.99119,True,0
24,516300.0,17.36876,False,5
25,515886.0,17.57955,False,5
26,617296.0,17.47613,False,6
27,414308.0,17.55283,False,4
28,514018.0,17.27372,False,5
29,615788.0,17.43197,False,6
30,116714.0,17.41485,False,1

==== SUMMARY METRICS (ALL RUNS) ====
FeasibleRuns,2/30 (6.7%)
MinFitness,17510.0000
MaxFitness,718484.0000
MeanFitness,372412.2667
StDevFitness,187264.7508
MedianFitness,414106.0000
AvgViolations,3.6

MinTimeSec,17.2737
MaxTimeSec,18.4881
MeanTimeSec,17.8140
StDevTimeSec,0.3114
MedianTimeSec,17.8865

==== SUMMARY METRICS (FEASIBLE-ONLY) ====
FeasibleCount,2
MinFitnessFeasible,17510.0000
MaxFitnessFeasible,17920.0000
MeanFitnessFeasible,17715.0000
StDevFitnessFeasible,205.0000
MedianFitnessFeasible,17715.0000

MinTimeSecFeasible,17.9912
MaxTimeSecFeasible,18.1177
MeanTimeSecFeasible,18.0545
StDevTimeSecFeasible,0.0633
MedianTimeSecFeasible,18.0545

==== HYPERPARAMETERS ====
Temp,2500.0
Alpha,0.99
MaxIter,400000
PenaltyFactor,100000.0
RandomSeed,
