==== RUN-LEVEL RESULTS ====
Run,BestFitness,TimeSec,Feasible?,Violations
1,118514.0,0.58193,False,1
2,217082.0,0.55650,False,2
3,219590.0,0.55479,False,2
4,217044.0,0.60652,False,2
5,218702.0,0.56735,False,2
6,213694.0,0.61195,False,2
7,218196.0,0.75168,False,2
8,218344.0,0.58877,False,2
9,114798.0,0.62417,False,1
10,114824.0,0.55355,False,1
11,222670.0,0.60415,False,2
12,116604.0,0.61140,False,1
13,220960.0,0.58942,False,2
14,323378.0,0.55549,False,3
15,15384.0,0.55500,True,0
16,217136.0,0.55178,False,2
17,319806.0,0.58782,False,3
18,113926.0,0.55464,False,1
19,119212.0,0.55053,False,1
20,117614.0,0.55041,False,1
21,216668.0,0.62572,False,2
22,117808.0,0.56439,False,1
23,218660.0,0.63541,False,2
24,219818.0,0.60900,False,2
25,415772.0,0.58273,False,4
26,316194.0,0.56596,False,3
27,217724.0,0.57287,False,2
28,16700.0,0.58845,True,0
29,115232.0,0.58596,False,1
30,120096.0,0.56311,False,1

==== SUMMARY METRICS (ALL RUNS) ====
FeasibleRuns,2/30 (6.7%)
MinFitness,15384.0000
MaxFitness,415772.0000
MeanFitness,187738.3333
StDevFitness,86931.8380
MedianFitness,217063.0000
AvgViolations,1.7

MinTimeSec,0.5504
MaxTimeSec,0.7517
MeanTimeSec,0.5867
StDevTimeSec,0.0396
MedianTimeSec,0.5823

==== SUMMARY METRICS (FEASIBLE-ONLY) ====
FeasibleCount,2
MinFitnessFeasible,15384.0000
MaxFitnessFeasible,16700.0000
MeanFitnessFeasible,16042.0000
StDevFitnessFeasible,658.0000
MedianFitnessFeasible,16042.0000

MinTimeSecFeasible,0.5550
MaxTimeSecFeasible,0.5884
MeanTimeSecFeasible,0.5717
StDevTimeSecFeasible,0.0167
MedianTimeSecFeasible,0.5717

==== HYPERPARAMETERS ====
Temp,5000.0
Alpha,0.99
MaxIter,10000
PenaltyFactor,100000.0
RandomSeed,
