Run,BestFitness,TimeSec,Feasible?,Violations,BestUnfit(if any)
1,1913674.0,2.855909824371338,False,1148,
2,1785686.0,2.8076939582824707,False,1073,
3,1790246.0,2.8142940998077393,False,1063,
4,1818534.0,2.7475790977478027,False,1085,
5,1829662.0,2.7712230682373047,False,1102,
6,1809724.0,2.740104913711548,False,1052,
7,1833404.0,2.721782922744751,False,1097,
8,1812022.0,2.7289180755615234,False,1099,
9,1786922.0,2.7668380737304688,False,1068,
10,1788492.0,2.7242250442504883,False,1060,
11,1839238.0,2.757736921310425,False,1090,
12,1729528.0,2.7220301628112793,False,1027,
13,1875634.0,2.7647552490234375,False,1116,
14,1828774.0,2.7616989612579346,False,1085,
15,1807854.0,2.73130202293396,False,1082,
16,1743252.0,2.745954751968384,False,1039,
17,1714688.0,2.7412281036376953,False,1036,
18,1764506.0,2.7325360774993896,False,1055,
19,1818020.0,2.7291457653045654,False,1077,
20,1813176.0,2.7487640380859375,False,1067,
21,1830262.0,2.77622127532959,False,1102,
22,1732702.0,2.727119207382202,False,1023,
23,1750982.0,2.7784578800201416,False,1059,
24,1875870.0,2.7222490310668945,False,1137,
25,1753276.0,2.797224283218384,False,1043,
26,1737846.0,2.7450788021087646,False,1038,
27,1767444.0,2.740488052368164,False,1058,
28,1842248.0,2.8082640171051025,False,1096,
29,1762554.0,2.697896957397461,False,1045,
30,1804264.0,2.7600221633911133,False,1069,

Summary Stats,
BestFitness,1714688.0
WorstFitness,1913674.0
MeanFitness,1798682.8
StDevFitness,46668.83835023109
MedianFitness,1806059.0

Feasibility(%),0.0

MinTimeSec,2.697896957397461
MaxTimeSec,2.855909824371338
MeanTimeSec,2.7555580933888755
StDevTimeSec,0.033774742872665936
MedianTimeSec,2.7467669248580933

Hyperparameters,
PopSize,100
CrossoverRate,0.8
MutationRate,0.01
MaxGenerations,200
PenaltyFactor,1000.0
TournamentK,3
