Run,BestFitness,TimeSec,Feasible?,Violations,BestUnfit(if any)
1,4999102.0,0.06609225273132324,False,1999,
2,4390106.0,0.06148076057434082,False,1744,
3,4745970.0,0.06357192993164062,False,1876,
4,4815836.0,0.06539106369018555,False,1902,
5,4982232.0,0.0656900405883789,False,1994,
6,5399750.0,0.06708908081054688,False,2146,
7,4872410.0,0.06431913375854492,False,1937,
8,5030088.0,0.06678509712219238,False,1999,
9,5166398.0,0.06713509559631348,False,2051,
10,4969308.0,0.06612229347229004,False,1969,
11,5233876.0,0.06766605377197266,False,2093,
12,4889550.0,0.06789135932922363,False,1947,
13,5082954.0,0.06872200965881348,False,2027,
14,5301788.0,0.07208395004272461,False,2118,
15,5007390.0,0.06650090217590332,False,2000,
16,4795254.0,0.06712126731872559,False,1904,
17,5262252.0,0.07370901107788086,False,2110,
18,5212062.0,0.0739140510559082,False,2081,
19,5001950.0,0.06624007225036621,False,1990,
20,4705588.0,0.06544995307922363,False,1878,
21,5120458.0,0.07179903984069824,False,2036,
22,5198784.0,0.0696561336517334,False,2060,
23,5221344.0,0.07502293586730957,False,2083,
24,5181550.0,0.07308506965637207,False,2060,
25,5354882.0,0.06935000419616699,False,2136,
26,4930284.0,0.06474018096923828,False,1954,
27,4908088.0,0.06649398803710938,False,1967,
28,4848148.0,0.06526064872741699,False,1929,
29,5447660.0,0.06876277923583984,False,2160,
30,5061864.0,0.06819820404052734,False,2017,

Summary Stats,
BestFitness,4390106.0
WorstFitness,5447660.0
MeanFitness,5037897.533333333
StDevFitness,226791.791783673
MedianFitness,5018739.0

Feasibility(%),0.0

MinTimeSec,0.06148076057434082
MaxTimeSec,0.07502293586730957
MeanTimeSec,0.06784481207529704
StDevTimeSec,0.0032145760018975258
MedianTimeSec,0.06710517406463623
